Volatility 3 Framework 2.26.2

PID	Process	Block	Variable	Value
1096	svchost.exe	0x181050	USERDOMAIN	WORKGROUP
1096	svchost.exe	0x181050	USERNAME	FLAG-PC$
1096	svchost.exe	0x181050	USERPROFILE	C:\Windows\ServiceProfiles\NetworkService
1096	svchost.exe	0x181050	windir	C:\Windows
1272	spoolsv.exe	0x140fd0	ALLUSERSPROFILE	C:\ProgramData
1272	spoolsv.exe	0x140fd0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1272	spoolsv.exe	0x140fd0	CommonProgramFiles	C:\Program Files\Common Files
1272	spoolsv.exe	0x140fd0	COMPUTERNAME	FLAG-PC
1272	spoolsv.exe	0x140fd0	ComSpec	C:\Windows\system32\cmd.exe
1272	spoolsv.exe	0x140fd0	FP_NO_HOST_CHECK	NO
1272	spoolsv.exe	0x140fd0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1272	spoolsv.exe	0x140fd0	NUMBER_OF_PROCESSORS	1
1272	spoolsv.exe	0x140fd0	OS	Windows_NT
1272	spoolsv.exe	0x140fd0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1272	spoolsv.exe	0x140fd0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1272	spoolsv.exe	0x140fd0	PROCESSOR_ARCHITECTURE	x86
1272	spoolsv.exe	0x140fd0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1272	spoolsv.exe	0x140fd0	PROCESSOR_LEVEL	6
1272	spoolsv.exe	0x140fd0	PROCESSOR_REVISION	3a09
1272	spoolsv.exe	0x140fd0	ProgramData	C:\ProgramData
1272	spoolsv.exe	0x140fd0	ProgramFiles	C:\Program Files
1272	spoolsv.exe	0x140fd0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1272	spoolsv.exe	0x140fd0	PUBLIC	C:\Users\Public
1272	spoolsv.exe	0x140fd0	SystemDrive	C:
1272	spoolsv.exe	0x140fd0	SystemRoot	C:\Windows
1272	spoolsv.exe	0x140fd0	TEMP	C:\Windows\TEMP
1272	spoolsv.exe	0x140fd0	TMP	C:\Windows\TEMP
1272	spoolsv.exe	0x140fd0	USERDOMAIN	WORKGROUP
1272	spoolsv.exe	0x140fd0	USERNAME	FLAG-PC$
1272	spoolsv.exe	0x140fd0	USERPROFILE	C:\Windows\system32\config\systemprofile
1272	spoolsv.exe	0x140fd0	windir	C:\Windows
1316	svchost.exe	0x321058	ALLUSERSPROFILE	C:\ProgramData
1316	svchost.exe	0x321058	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1316	svchost.exe	0x321058	CommonProgramFiles	C:\Program Files\Common Files
1316	svchost.exe	0x321058	COMPUTERNAME	FLAG-PC
1316	svchost.exe	0x321058	ComSpec	C:\Windows\system32\cmd.exe
1316	svchost.exe	0x321058	FP_NO_HOST_CHECK	NO
1316	svchost.exe	0x321058	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1316	svchost.exe	0x321058	NUMBER_OF_PROCESSORS	1
1316	svchost.exe	0x321058	OS	Windows_NT
1316	svchost.exe	0x321058	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1316	svchost.exe	0x321058	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1316	svchost.exe	0x321058	PROCESSOR_ARCHITECTURE	x86
1316	svchost.exe	0x321058	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1316	svchost.exe	0x321058	PROCESSOR_LEVEL	6
1316	svchost.exe	0x321058	PROCESSOR_REVISION	3a09
1316	svchost.exe	0x321058	ProgramData	C:\ProgramData
1316	svchost.exe	0x321058	ProgramFiles	C:\Program Files
1316	svchost.exe	0x321058	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1316	svchost.exe	0x321058	PUBLIC	C:\Users\Public
1316	svchost.exe	0x321058	SystemDrive	C:
1316	svchost.exe	0x321058	SystemRoot	C:\Windows
1316	svchost.exe	0x321058	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1316	svchost.exe	0x321058	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1316	svchost.exe	0x321058	USERDOMAIN	NT AUTHORITY
1316	svchost.exe	0x321058	USERNAME	LOCAL SERVICE
1316	svchost.exe	0x321058	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1316	svchost.exe	0x321058	windir	C:\Windows
1416	svchost.exe	0x111058	ALLUSERSPROFILE	C:\ProgramData
1416	svchost.exe	0x111058	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1416	svchost.exe	0x111058	CommonProgramFiles	C:\Program Files\Common Files
1416	svchost.exe	0x111058	COMPUTERNAME	FLAG-PC
1416	svchost.exe	0x111058	ComSpec	C:\Windows\system32\cmd.exe
1416	svchost.exe	0x111058	FP_NO_HOST_CHECK	NO
1416	svchost.exe	0x111058	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1416	svchost.exe	0x111058	NUMBER_OF_PROCESSORS	1
1416	svchost.exe	0x111058	OS	Windows_NT
1416	svchost.exe	0x111058	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1416	svchost.exe	0x111058	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1416	svchost.exe	0x111058	PROCESSOR_ARCHITECTURE	x86
1416	svchost.exe	0x111058	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1416	svchost.exe	0x111058	PROCESSOR_LEVEL	6
1416	svchost.exe	0x111058	PROCESSOR_REVISION	3a09
1416	svchost.exe	0x111058	ProgramData	C:\ProgramData
1416	svchost.exe	0x111058	ProgramFiles	C:\Program Files
1416	svchost.exe	0x111058	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1416	svchost.exe	0x111058	PUBLIC	C:\Users\Public
1416	svchost.exe	0x111058	SystemDrive	C:
1416	svchost.exe	0x111058	SystemRoot	C:\Windows
1416	svchost.exe	0x111058	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1416	svchost.exe	0x111058	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1416	svchost.exe	0x111058	USERDOMAIN	NT AUTHORITY
1416	svchost.exe	0x111058	USERNAME	LOCAL SERVICE
1416	svchost.exe	0x111058	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1416	svchost.exe	0x111058	windir	C:\Windows
1972	taskhost.exe	0xd1030	ALLUSERSPROFILE	C:\ProgramData
1972	taskhost.exe	0xd1030	APPDATA	C:\Users\flag\AppData\Roaming
1972	taskhost.exe	0xd1030	CommonProgramFiles	C:\Program Files\Common Files
1972	taskhost.exe	0xd1030	COMPUTERNAME	FLAG-PC
1972	taskhost.exe	0xd1030	ComSpec	C:\Windows\system32\cmd.exe
1972	taskhost.exe	0xd1030	F l a g -	66d7724d872da91af56907aea0f6bfb8
1972	taskhost.exe	0xd1030	FP_NO_HOST_CHECK	NO
1972	taskhost.exe	0xd1030	HOMEDRIVE	C:
1972	taskhost.exe	0xd1030	HOMEPATH	\Users\flag
1972	taskhost.exe	0xd1030	LOCALAPPDATA	C:\Users\flag\AppData\Local
1972	taskhost.exe	0xd1030	LOGONSERVER	\\FLAG-PC
1972	taskhost.exe	0xd1030	NUMBER_OF_PROCESSORS	1
1972	taskhost.exe	0xd1030	OS	Windows_NT
1972	taskhost.exe	0xd1030	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1972	taskhost.exe	0xd1030	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1972	taskhost.exe	0xd1030	PROCESSOR_ARCHITECTURE	x86
1972	taskhost.exe	0xd1030	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1972	taskhost.exe	0xd1030	PROCESSOR_LEVEL	6
1972	taskhost.exe	0xd1030	PROCESSOR_REVISION	3a09
1972	taskhost.exe	0xd1030	ProgramData	C:\ProgramData
1972	taskhost.exe	0xd1030	ProgramFiles	C:\Program Files
1972	taskhost.exe	0xd1030	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1972	taskhost.exe	0xd1030	PUBLIC	C:\Users\Public
1972	taskhost.exe	0xd1030	SystemDrive	C:
1972	taskhost.exe	0xd1030	SystemRoot	C:\Windows
1972	taskhost.exe	0xd1030	TEMP	C:\Users\flag\AppData\Local\Temp
1972	taskhost.exe	0xd1030	TMP	C:\Users\flag\AppData\Local\Temp
1972	taskhost.exe	0xd1030	USERDOMAIN	flag-PC
1972	taskhost.exe	0xd1030	USERNAME	flag
1972	taskhost.exe	0xd1030	USERPROFILE	C:\Users\flag
1972	taskhost.exe	0xd1030	windir	C:\Windows
216	dwm.exe	0x3e1030	ALLUSERSPROFILE	C:\ProgramData
216	dwm.exe	0x3e1030	APPDATA	C:\Users\flag\AppData\Roaming
216	dwm.exe	0x3e1030	CommonProgramFiles	C:\Program Files\Common Files
216	dwm.exe	0x3e1030	COMPUTERNAME	FLAG-PC
216	dwm.exe	0x3e1030	ComSpec	C:\Windows\system32\cmd.exe
216	dwm.exe	0x3e1030	F l a g -	66d7724d872da91af56907aea0f6bfb8
216	dwm.exe	0x3e1030	FP_NO_HOST_CHECK	NO
216	dwm.exe	0x3e1030	HOMEDRIVE	C:
216	dwm.exe	0x3e1030	HOMEPATH	\Users\flag
216	dwm.exe	0x3e1030	LOCALAPPDATA	C:\Users\flag\AppData\Local
216	dwm.exe	0x3e1030	LOGONSERVER	\\FLAG-PC
216	dwm.exe	0x3e1030	NUMBER_OF_PROCESSORS	1
216	dwm.exe	0x3e1030	OS	Windows_NT
216	dwm.exe	0x3e1030	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
216	dwm.exe	0x3e1030	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
216	dwm.exe	0x3e1030	PROCESSOR_ARCHITECTURE	x86
216	dwm.exe	0x3e1030	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
216	dwm.exe	0x3e1030	PROCESSOR_LEVEL	6
216	dwm.exe	0x3e1030	PROCESSOR_REVISION	3a09
216	dwm.exe	0x3e1030	ProgramData	C:\ProgramData
216	dwm.exe	0x3e1030	ProgramFiles	C:\Program Files
216	dwm.exe	0x3e1030	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
216	dwm.exe	0x3e1030	PUBLIC	C:\Users\Public
216	dwm.exe	0x3e1030	SystemDrive	C:
216	dwm.exe	0x3e1030	SystemRoot	C:\Windows
216	dwm.exe	0x3e1030	TEMP	C:\Users\flag\AppData\Local\Temp
216	dwm.exe	0x3e1030	TMP	C:\Users\flag\AppData\Local\Temp
216	dwm.exe	0x3e1030	USERDOMAIN	flag-PC
216	dwm.exe	0x3e1030	USERNAME	flag
216	dwm.exe	0x3e1030	USERPROFILE	C:\Users\flag
216	dwm.exe	0x3e1030	windir	C:\Windows
284	explorer.exe	0xf1050	ALLUSERSPROFILE	C:\ProgramData
284	explorer.exe	0xf1050	APPDATA	C:\Users\flag\AppData\Roaming
284	explorer.exe	0xf1050	CommonProgramFiles	C:\Program Files\Common Files
284	explorer.exe	0xf1050	COMPUTERNAME	FLAG-PC
284	explorer.exe	0xf1050	ComSpec	C:\Windows\system32\cmd.exe
284	explorer.exe	0xf1050	F l a g -	66d7724d872da91af56907aea0f6bfb8
284	explorer.exe	0xf1050	FP_NO_HOST_CHECK	NO
284	explorer.exe	0xf1050	HOMEDRIVE	C:
284	explorer.exe	0xf1050	HOMEPATH	\Users\flag
284	explorer.exe	0xf1050	LOCALAPPDATA	C:\Users\flag\AppData\Local
284	explorer.exe	0xf1050	LOGONSERVER	\\FLAG-PC
284	explorer.exe	0xf1050	NUMBER_OF_PROCESSORS	1
284	explorer.exe	0xf1050	OS	Windows_NT
284	explorer.exe	0xf1050	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
284	explorer.exe	0xf1050	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
284	explorer.exe	0xf1050	PROCESSOR_ARCHITECTURE	x86
284	explorer.exe	0xf1050	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
284	explorer.exe	0xf1050	PROCESSOR_LEVEL	6
284	explorer.exe	0xf1050	PROCESSOR_REVISION	3a09
284	explorer.exe	0xf1050	ProgramData	C:\ProgramData
284	explorer.exe	0xf1050	ProgramFiles	C:\Program Files
284	explorer.exe	0xf1050	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
284	explorer.exe	0xf1050	PUBLIC	C:\Users\Public
284	explorer.exe	0xf1050	SESSIONNAME	Console
284	explorer.exe	0xf1050	SystemDrive	C:
284	explorer.exe	0xf1050	SystemRoot	C:\Windows
284	explorer.exe	0xf1050	TEMP	C:\Users\flag\AppData\Local\Temp
284	explorer.exe	0xf1050	TMP	C:\Users\flag\AppData\Local\Temp
284	explorer.exe	0xf1050	USERDOMAIN	flag-PC
284	explorer.exe	0xf1050	USERNAME	flag
284	explorer.exe	0xf1050	USERPROFILE	C:\Users\flag
284	explorer.exe	0xf1050	windir	C:\Windows
1336	VBoxTray.exe	0x4f1060	ALLUSERSPROFILE	C:\ProgramData
1336	VBoxTray.exe	0x4f1060	APPDATA	C:\Users\flag\AppData\Roaming
1336	VBoxTray.exe	0x4f1060	CommonProgramFiles	C:\Program Files\Common Files
1336	VBoxTray.exe	0x4f1060	COMPUTERNAME	FLAG-PC
1336	VBoxTray.exe	0x4f1060	ComSpec	C:\Windows\system32\cmd.exe
1336	VBoxTray.exe	0x4f1060	F l a g -	66d7724d872da91af56907aea0f6bfb8
1336	VBoxTray.exe	0x4f1060	FP_NO_HOST_CHECK	NO
1336	VBoxTray.exe	0x4f1060	HOMEDRIVE	C:
1336	VBoxTray.exe	0x4f1060	HOMEPATH	\Users\flag
1336	VBoxTray.exe	0x4f1060	LOCALAPPDATA	C:\Users\flag\AppData\Local
1336	VBoxTray.exe	0x4f1060	LOGONSERVER	\\FLAG-PC
1336	VBoxTray.exe	0x4f1060	NUMBER_OF_PROCESSORS	1
1336	VBoxTray.exe	0x4f1060	OS	Windows_NT
1336	VBoxTray.exe	0x4f1060	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1336	VBoxTray.exe	0x4f1060	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1336	VBoxTray.exe	0x4f1060	PROCESSOR_ARCHITECTURE	x86
1336	VBoxTray.exe	0x4f1060	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1336	VBoxTray.exe	0x4f1060	PROCESSOR_LEVEL	6
1336	VBoxTray.exe	0x4f1060	PROCESSOR_REVISION	3a09
1336	VBoxTray.exe	0x4f1060	ProgramData	C:\ProgramData
1336	VBoxTray.exe	0x4f1060	ProgramFiles	C:\Program Files
1336	VBoxTray.exe	0x4f1060	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1336	VBoxTray.exe	0x4f1060	PUBLIC	C:\Users\Public
1336	VBoxTray.exe	0x4f1060	SESSIONNAME	Console
1336	VBoxTray.exe	0x4f1060	SystemDrive	C:
1336	VBoxTray.exe	0x4f1060	SystemRoot	C:\Windows
1336	VBoxTray.exe	0x4f1060	TEMP	C:\Users\flag\AppData\Local\Temp
1336	VBoxTray.exe	0x4f1060	TMP	C:\Users\flag\AppData\Local\Temp
1336	VBoxTray.exe	0x4f1060	USERDOMAIN	flag-PC
1336	VBoxTray.exe	0x4f1060	USERNAME	flag
1336	VBoxTray.exe	0x4f1060	USERPROFILE	C:\Users\flag
1336	VBoxTray.exe	0x4f1060	windir	C:\Windows
1920	SearchIndexer.	0x1d0fd0	ALLUSERSPROFILE	C:\ProgramData
1920	SearchIndexer.	0x1d0fd0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1920	SearchIndexer.	0x1d0fd0	CommonProgramFiles	C:\Program Files\Common Files
1920	SearchIndexer.	0x1d0fd0	COMPUTERNAME	FLAG-PC
1920	SearchIndexer.	0x1d0fd0	ComSpec	C:\Windows\system32\cmd.exe
1920	SearchIndexer.	0x1d0fd0	FP_NO_HOST_CHECK	NO
1920	SearchIndexer.	0x1d0fd0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1920	SearchIndexer.	0x1d0fd0	NUMBER_OF_PROCESSORS	1
1920	SearchIndexer.	0x1d0fd0	OS	Windows_NT
1920	SearchIndexer.	0x1d0fd0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\system32
1920	SearchIndexer.	0x1d0fd0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1920	SearchIndexer.	0x1d0fd0	PROCESSOR_ARCHITECTURE	x86
1920	SearchIndexer.	0x1d0fd0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1920	SearchIndexer.	0x1d0fd0	PROCESSOR_LEVEL	6
1920	SearchIndexer.	0x1d0fd0	PROCESSOR_REVISION	3a09
1920	SearchIndexer.	0x1d0fd0	ProgramData	C:\ProgramData
1920	SearchIndexer.	0x1d0fd0	ProgramFiles	C:\Program Files
1920	SearchIndexer.	0x1d0fd0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1920	SearchIndexer.	0x1d0fd0	PUBLIC	C:\Users\Public
1920	SearchIndexer.	0x1d0fd0	SystemDrive	C:
1920	SearchIndexer.	0x1d0fd0	SystemRoot	C:\Windows
1920	SearchIndexer.	0x1d0fd0	TEMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
1920	SearchIndexer.	0x1d0fd0	TMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
1920	SearchIndexer.	0x1d0fd0	USERDOMAIN	WORKGROUP
1920	SearchIndexer.	0x1d0fd0	USERNAME	FLAG-PC$
1920	SearchIndexer.	0x1d0fd0	USERPROFILE	C:\Windows\system32\config\systemprofile
1920	SearchIndexer.	0x1d0fd0	windir	C:\Windows
472	SearchProtocol	0x221088	ALLUSERSPROFILE	C:\ProgramData
472	SearchProtocol	0x221088	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
472	SearchProtocol	0x221088	CommonProgramFiles	C:\Program Files\Common Files
472	SearchProtocol	0x221088	COMPUTERNAME	FLAG-PC
472	SearchProtocol	0x221088	ComSpec	C:\Windows\system32\cmd.exe
472	SearchProtocol	0x221088	FP_NO_HOST_CHECK	NO
472	SearchProtocol	0x221088	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
472	SearchProtocol	0x221088	NUMBER_OF_PROCESSORS	1
472	SearchProtocol	0x221088	OS	Windows_NT
472	SearchProtocol	0x221088	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\system32
472	SearchProtocol	0x221088	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
472	SearchProtocol	0x221088	PROCESSOR_ARCHITECTURE	x86
472	SearchProtocol	0x221088	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
472	SearchProtocol	0x221088	PROCESSOR_LEVEL	6
472	SearchProtocol	0x221088	PROCESSOR_REVISION	3a09
472	SearchProtocol	0x221088	ProgramData	C:\ProgramData
472	SearchProtocol	0x221088	ProgramFiles	C:\Program Files
472	SearchProtocol	0x221088	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
472	SearchProtocol	0x221088	PUBLIC	C:\Users\Public
472	SearchProtocol	0x221088	SystemDrive	C:
472	SearchProtocol	0x221088	SystemRoot	C:\Windows
472	SearchProtocol	0x221088	TEMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
472	SearchProtocol	0x221088	TMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
472	SearchProtocol	0x221088	USERDOMAIN	WORKGROUP
472	SearchProtocol	0x221088	USERNAME	FLAG-PC$
472	SearchProtocol	0x221088	USERPROFILE	C:\Windows\system32\config\systemprofile
472	SearchProtocol	0x221088	windir	C:\Windows
1684	sppsvc.exe	0x1b1050	ALLUSERSPROFILE	C:\ProgramData
1684	sppsvc.exe	0x1b1050	APPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Roaming
1684	sppsvc.exe	0x1b1050	CommonProgramFiles	C:\Program Files\Common Files
1684	sppsvc.exe	0x1b1050	COMPUTERNAME	FLAG-PC
1684	sppsvc.exe	0x1b1050	ComSpec	C:\Windows\system32\cmd.exe
1684	sppsvc.exe	0x1b1050	FP_NO_HOST_CHECK	NO
1684	sppsvc.exe	0x1b1050	LOCALAPPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Local
1684	sppsvc.exe	0x1b1050	NUMBER_OF_PROCESSORS	1
1684	sppsvc.exe	0x1b1050	OS	Windows_NT
1684	sppsvc.exe	0x1b1050	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1684	sppsvc.exe	0x1b1050	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1684	sppsvc.exe	0x1b1050	PROCESSOR_ARCHITECTURE	x86
1684	sppsvc.exe	0x1b1050	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1684	sppsvc.exe	0x1b1050	PROCESSOR_LEVEL	6
1684	sppsvc.exe	0x1b1050	PROCESSOR_REVISION	3a09
1684	sppsvc.exe	0x1b1050	ProgramData	C:\ProgramData
1684	sppsvc.exe	0x1b1050	ProgramFiles	C:\Program Files
1684	sppsvc.exe	0x1b1050	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1684	sppsvc.exe	0x1b1050	PUBLIC	C:\Users\Public
1684	sppsvc.exe	0x1b1050	SystemDrive	C:
1684	sppsvc.exe	0x1b1050	SystemRoot	C:\Windows
1684	sppsvc.exe	0x1b1050	TEMP	C:\Windows\SERVIC~2\NETWOR~1\AppData\Local\Temp
1684	sppsvc.exe	0x1b1050	TMP	C:\Windows\SERVIC~2\NETWOR~1\AppData\Local\Temp
1684	sppsvc.exe	0x1b1050	USERDOMAIN	WORKGROUP
1684	sppsvc.exe	0x1b1050	USERNAME	FLAG-PC$
1684	sppsvc.exe	0x1b1050	USERPROFILE	C:\Windows\ServiceProfiles\NetworkService
1684	sppsvc.exe	0x1b1050	windir	C:\Windows
1644	svchost.exe	0xb0fd0	ALLUSERSPROFILE	C:\ProgramData
1644	svchost.exe	0xb0fd0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1644	svchost.exe	0xb0fd0	CommonProgramFiles	C:\Program Files\Common Files
1644	svchost.exe	0xb0fd0	COMPUTERNAME	FLAG-PC
1644	svchost.exe	0xb0fd0	ComSpec	C:\Windows\system32\cmd.exe
1644	svchost.exe	0xb0fd0	FP_NO_HOST_CHECK	NO
1644	svchost.exe	0xb0fd0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1644	svchost.exe	0xb0fd0	MpConfig_ProductAppDataPath	C:\ProgramData\Microsoft\Windows Defender
1644	svchost.exe	0xb0fd0	MpConfig_ProductCodeName	AntiSpyware
1644	svchost.exe	0xb0fd0	MpConfig_ProductPath	c:\program files\windows defender
1644	svchost.exe	0xb0fd0	MpConfig_ProductUserAppDataPath	C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\Windows Defender
1644	svchost.exe	0xb0fd0	MpConfig_ReportingGUID	6A71CC70-70B2-45FA-AFB8-D2DCEEDE9D87
1644	svchost.exe	0xb0fd0	NUMBER_OF_PROCESSORS	1
1644	svchost.exe	0xb0fd0	OS	Windows_NT
1644	svchost.exe	0xb0fd0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1644	svchost.exe	0xb0fd0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1644	svchost.exe	0xb0fd0	PROCESSOR_ARCHITECTURE	x86
1644	svchost.exe	0xb0fd0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 58 Stepping 9, GenuineIntel
1644	svchost.exe	0xb0fd0	PROCESSOR_LEVEL	6
1644	svchost.exe	0xb0fd0	PROCESSOR_REVISION	3a09
1644	svchost.exe	0xb0fd0	ProgramData	C:\ProgramData
1644	svchost.exe	0xb0fd0	ProgramFiles	C:\Program Files
1644	svchost.exe	0xb0fd0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1644	svchost.exe	0xb0fd0	PUBLIC	C:\Users\Public
1644	svchost.exe	0xb0fd0	SystemDrive	C:
1644	svchost.exe	0xb0fd0	SystemRoot	C:\Windows
1644	svchost.exe	0xb0fd0	TEMP	C:\Windows\TEMP
1644	svchost.exe	0xb0fd0	TMP	C:\Windows\TEMP
1644	svchost.exe	0xb0fd0	USERDOMAIN	WORKGROUP
1644	svchost.exe	0xb0fd0	USERNAME	FLAG-PC$
1644	svchost.exe	0xb0fd0	USERPROFILE	C:\Windows\system32\config\systemprofile
1644	svchost.exe	0xb0fd0	windir	C:\Windows
2380	WmiPrvSE.exe	0x190fd0	ALLUSERSPROFILE	C:\ProgramData
2380	WmiPrvSE.exe	0x190fd0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2380	WmiPrvSE.exe	0x190fd0	CommonProgramFiles	C:\Program Files\Common Files
2380	WmiPrvSE.exe	0x190fd0	COMPUTERNAME	FLAG-PC
2380	WmiPrvSE.exe	0x190fd0	ComSpec	C:\Windows\system32\cmd.exe
2380	WmiPrvSE.exe	0x190fd0	FP_NO_HOST_CHECK	NO
2380	WmiPrvSE.exe	0x190fd0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2380	WmiPrvSE.exe	0x190fd0	NUMBER_OF_PROCESSORS	1
2380	WmiPrvSE.exe	0x190fd0	OS	Windows_NT
2380	WmiPrvSE.exe	0x190fd0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2380	WmiPrvSE.exe	0x190fd0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2380	WmiPrvSE.exe	0x190fd0	PROCESSOR_ARCHITECTURE	x86
